strut_id,junction0_id,junction1_id,junction0_degree,junction1_degree,unit_cell_ids,unit_cell_indices,stage2_classification,expected_by_0point5_cad,primary_defect,secondary_defects,overall_deviation_score,missing_score,broken_score,thin_score,inflated_score,bend_score,sampled_occupancy,sampled_mean_intensity,median_cross_section_radius_um,p10_cross_section_radius_um,radius_cv,median_outside_nominal_fraction,max_centerline_offset_um,rms_centerline_offset_um,bend_curvature_um,longest_low_material_run_stations,valid_station_fraction,confidence,needs_review
9388,5292,5302,3,8,378,"0,6,4",Nominal,False,Nominal,,0.0,1.147721529006958,0.0,1.27870774269104,0.0,0.7407644987106323,0.20564685761928558,36242.75,157.177490234375,146.5687713623047,0.05337822437286377,0.0,176.67132568359375,147.12928771972656,46.99579620361328,0,1.0,nominal_reference_calibrated,False
9389,5295,5302,2,8,378,"0,6,4",Nominal,False,Nominal,,0.0,1.3816171884536743,0.0,1.7149869203567505,0.0,0.0,0.18752634525299072,36237.578125,146.5687713623047,139.04734802246094,0.06822482496500015,0.0,49.607887268066406,40.07834243774414,50.25653076171875,0,1.0,nominal_reference_calibrated,False
9390,5296,5302,1,8,378,"0,6,4",Nominal,False,Nominal,,0.0,1.2129946947097778,0.0,1.4207875728607178,0.0,0.28384026885032654,0.20058996975421906,36257.24609375,153.72262573242188,146.5687713623047,0.04898754879832268,0.0,147.76475524902344,124.26136779785156,39.60565948486328,0,1.0,nominal_reference_calibrated,False
9391,5297,5302,2,8,378,"0,6,4",Nominal,False,Nominal,,0.0,1.3707383871078491,0.0,1.5661356449127197,0.0,1.8835976123809814,0.18836915493011475,36166.49609375,150.18829345703125,139.04734802246094,0.06441231071949005,0.0,91.84917449951172,58.144771575927734,85.44579315185547,0,1.0,nominal_reference_calibrated,False
9392,5292,5304,3,8,378,"0,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,1.1977794170379639,0.7169382572174072,0.38348081707954407,39422.4375,217.39662170410156,196.64263916015625,0.07231321930885315,0.0,116.69983673095703,84.16764831542969,65.24234771728516,0,1.0,nominal_reference_calibrated,False
9393,5293,5304,2,8,378,"0,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.2311720848083496,0.30863335728645325,0.3135271668434143,38518.984375,193.8922576904297,188.27099609375,0.03662979602813721,0.0,120.8077163696289,94.0356216430664,58.17158889770508,0,1.0,nominal_reference_calibrated,False
9394,5297,5304,2,8,378,"0,6,4",Nominal,False,Inflated,,7139.857421875,0.0,0.0,0.0,7142.857421875,0.9236158132553101,0.3063632547855377,37901.421875,196.64263916015625,176.49217224121094,0.0599278099834919,0.0071428571827709675,188.23912048339844,158.16775512695312,66.75238037109375,0,1.0,nominal_reference_calibrated,False
9395,5298,5304,1,8,378,"0,6,4",Nominal,False,Nominal,,0.0,0.20125912129878998,0.0,0.23829057812690735,0.0,1.008548617362976,0.27897176146507263,37661.5546875,182.4766387939453,157.177490234375,0.1014048308134079,0.0,193.6122589111328,120.04379272460938,49.64915466308594,0,1.0,nominal_reference_calibrated,False
9396,5302,5300,8,4,378,"0,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,0.3381081521511078,0.3413400650024414,38891.1484375,199.35507202148438,191.102294921875,0.07213350385427475,0.0,119.55123138427734,82.04603576660156,58.68201446533203,0,1.0,nominal_reference_calibrated,False
9397,5302,5301,8,8,378,"0,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.6317777633666992,0.33544036746025085,38552.375,202.03109741210938,191.102294921875,0.05038069933652878,0.0,169.77645874023438,120.42147064208984,48.455955505371094,0,1.0,nominal_reference_calibrated,False
9398,5302,5305,8,4,378,"0,6,4",Nominal,False,Nominal,,0.0,1.457769513130188,0.0,1.7149869203567505,0.0,0.4480192959308624,0.18162663280963898,35884.5546875,146.5687713623047,139.04734802246094,0.06462860107421875,0.0,158.15127563476562,129.38494873046875,50.68467712402344,0,1.0,nominal_reference_calibrated,False
9399,5302,5304,8,8,378,"0,6,4",Nominal,False,Nominal,,0.0,1.7569385766983032,0.0,2.0243024826049805,0.0,1.070302963256836,0.1584492176771164,35538.21484375,139.04734802246094,131.0950927734375,0.051722873002290726,0.0,127.95947265625,83.65089416503906,71.36168670654297,0,1.0,nominal_reference_calibrated,False
9400,5303,5301,4,8,378,"0,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.887614369392395,0.0,0.35903918743133545,39351.28515625,209.8545379638672,193.8922576904297,0.05409702658653259,0.0,108.39928436279297,77.72615051269531,48.27383804321289,0,1.0,nominal_reference_calibrated,False
9401,5303,5305,4,4,378,"0,6,4",Nominal,False,Nominal,,0.0,1.9690767526626587,0.0,2.3513357639312744,0.0,0.867715060710907,0.14201432466506958,35210.88671875,131.0950927734375,113.53167724609375,0.08460962772369385,0.0,145.23080444335938,126.93986511230469,67.85340118408203,0,1.0,nominal_reference_calibrated,False
9402,5303,5300,4,4,378,"0,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,0.9429239630699158,0.32406237721443176,38422.33203125,199.35507202148438,179.5093536376953,0.0808086171746254,0.0,189.4606170654297,125.58189392089844,46.063819885253906,0,1.0,nominal_reference_calibrated,False
9403,5304,5301,8,8,378,"0,6,4",Nominal,False,Nominal,,0.0,0.7452030181884766,0.0,0.7391520142555237,0.0,0.10260815918445587,0.23683100938796997,37052.27734375,170.29751586914062,160.55804443359375,0.05317016690969467,0.0,55.00469207763672,33.354042053222656,54.60377883911133,0,1.0,nominal_reference_calibrated,False
9404,5304,5303,8,4,378,"0,6,4",Nominal,False,Nominal,,0.0,1.5121638774871826,0.0,1.7149869203567505,0.0,0.0,0.17741255462169647,35916.296875,146.5687713623047,139.04734802246094,0.0390113890171051,0.0,115.66634368896484,91.75209045410156,37.94521713256836,0,1.0,nominal_reference_calibrated,False
9405,5304,5300,8,4,378,"0,6,4",Nominal,False,Nominal,,0.0,1.0280537605285645,0.0,1.1396838426589966,0.0,0.20522817969322205,0.21491782367229462,36685.0234375,160.55804443359375,150.18829345703125,0.052533842623233795,0.0,142.79148864746094,111.16706848144531,39.563663482666016,0,1.0,nominal_reference_calibrated,False
9406,5305,5300,4,4,378,"0,6,4",Nominal,False,Nominal,,0.0,0.6908085942268372,0.0,0.6106383204460144,0.0,1.2629543542861938,0.24104508757591248,37219.6640625,173.42250061035156,157.177490234375,0.05615012347698212,0.0,64.94657135009766,39.44279861450195,74.6978988647461,0,1.0,nominal_reference_calibrated,False
9407,5305,5301,4,8,378,"0,6,4",Nominal,False,Nominal,,0.0,0.8104763031005859,0.0,0.8700684905052185,0.0,0.23635122179985046,0.23177412152290344,36913.30078125,167.11410522460938,157.177490234375,0.04591522738337517,0.0,144.76043701171875,121.56393432617188,47.63426971435547,0,1.0,nominal_reference_calibrated,False
9408,5306,5315,3,8,379,"1,6,4",Nominal,False,Nominal,,0.0,1.3816171884536743,0.0,1.5661356449127197,0.0,0.15651820600032806,0.18752634525299072,35935.734375,150.18829345703125,146.5687713623047,0.03885721415281296,0.0,139.70993041992188,119.27474212646484,44.25342559814453,0,1.0,nominal_reference_calibrated,False
9409,5307,5315,2,8,379,"1,6,4",Nominal,False,Nominal,,0.0,1.5393611192703247,0.0,1.5661356449127197,0.0,0.3271670341491699,0.17530551552772522,35720.90625,150.18829345703125,135.12973022460938,0.06379899382591248,0.0,150.50575256347656,129.2965545654297,32.480594635009766,0,1.0,nominal_reference_calibrated,False
9410,5308,5315,1,8,379,"1,6,4",Nominal,False,Nominal,,0.0,1.6209526062011719,0.0,1.8676090240478516,0.0,0.2892114222049713,0.16898441314697266,35700.9140625,142.85755920410156,131.0950927734375,0.05575605854392052,0.0,148.10455322265625,130.2831573486328,54.94752883911133,0,1.0,nominal_reference_calibrated,False
9411,5309,5315,2,8,379,"1,6,4",Nominal,False,Nominal,,0.0,1.6862257719039917,0.0,2.0243024826049805,0.0,0.25558215379714966,0.16392752528190613,35538.421875,139.04734802246094,131.0950927734375,0.05680737644433975,0.0,145.97705078125,117.22042846679688,51.30739212036133,0,1.0,nominal_reference_calibrated,False
9412,5306,5316,3,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.8050369024276733,0.0,0.8700684905052185,0.0,0.24365217983722687,0.23219552636146545,37096.57421875,167.11410522460938,160.55804443359375,0.03569808974862099,0.0,145.22232055664062,109.44752502441406,49.766754150390625,0,1.0,nominal_reference_calibrated,False
9413,5309,5316,2,8,379,"1,6,4",Nominal,False,Nominal,,0.0,1.0552510023117065,0.0,1.1396838426589966,0.0,1.1364778280258179,0.21281078457832336,36817.6171875,160.55804443359375,150.18829345703125,0.06660161912441254,0.0,82.5154800415039,64.22869873046875,72.50765991210938,0,1.0,nominal_reference_calibrated,False
9414,5310,5316,1,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.9519015550613403,0.0,1.0035276412963867,0.0,0.0,0.22081753611564636,36794.921875,163.86886596679688,157.177490234375,0.0381430983543396,0.0,95.9676513671875,77.3095932006836,33.93185806274414,0,1.0,nominal_reference_calibrated,False
9415,5311,5316,2,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.9519015550613403,0.0,0.8700684905052185,0.0,0.0,0.22081753611564636,36867.52734375,167.11410522460938,150.18829345703125,0.06190028414130211,0.0,60.58829879760742,42.77478790283203,42.90719223022461,0,1.0,nominal_reference_calibrated,False
9416,5306,5318,3,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.0,0.33881163597106934,38877.3359375,202.03109741210938,193.8922576904297,0.047721266746520996,0.0,99.03324127197266,76.3596420288086,36.5737190246582,0,1.0,nominal_reference_calibrated,False
9417,5307,5318,2,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.2311720848083496,0.0,0.31605562567710876,38545.99609375,193.8922576904297,179.5093536376953,0.07010585069656372,0.0,111.9451904296875,95.59305572509766,39.78803634643555,0,1.0,nominal_reference_calibrated,False
9418,5311,5318,2,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.3442803919315338,0.741266667842865,0.3168984353542328,38348.80078125,196.64263916015625,176.49217224121094,0.0743880569934845,0.0,170.19325256347656,125.19446563720703,65.66365051269531,0,1.0,nominal_reference_calibrated,False
9419,5312,5318,1,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.0,0.0,0.2979350984096527,38165.1171875,188.27099609375,176.49217224121094,0.058060839772224426,0.0,112.42134857177734,89.21971893310547,44.38810729980469,0,1.0,nominal_reference_calibrated,False
9420,5316,5314,8,4,379,"1,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,1.0956004858016968,0.6089620590209961,0.3683101534843445,39305.69140625,214.91200256347656,188.27099609375,0.07069625705480576,0.0,109.8812255859375,70.57154083251953,63.37248611450195,0,1.0,nominal_reference_calibrated,False
9421,5316,5315,8,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,0.7693948745727539,0.32279813289642334,38553.52734375,199.35507202148438,176.49217224121094,0.09173193573951721,0.0,114.41752624511719,86.35444641113281,66.1507568359375,0,1.0,nominal_reference_calibrated,False
9422,5316,5319,8,4,379,"1,6,4",Nominal,False,Nominal,,0.0,1.724302053451538,0.0,1.8676090240478516,0.0,0.43751123547554016,0.16097766160964966,35661.50390625,142.85755920410156,131.0950927734375,0.056450534611940384,0.0,149.93801879882812,134.05166625976562,60.403411865234375,0,1.0,nominal_reference_calibrated,False
9423,5316,5318,8,8,379,"1,6,4",Nominal,False,Bent,,1.1954727172851562,2.0833051204681396,0.0,2.5225298404693604,0.0,4.195472717285156,0.13316476345062256,35099.66015625,126.9322738647461,118.16751861572266,0.04621344432234764,0.0,107.59996795654297,83.91978454589844,125.48133850097656,0,1.0,screening,True
9424,5317,5315,4,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.674490749835968,0.04166058823466301,0.3413400650024414,38809.65234375,204.67214965820312,185.39645385742188,0.054075565189123154,0.0,132.4436492919922,101.14662170410156,53.512943267822266,0,1.0,nominal_reference_calibrated,False
9425,5317,5319,4,4,379,"1,6,4",Nominal,False,Nominal,,0.0,2.0343499183654785,0.0,2.3513357639312744,0.0,2.7149393558502197,0.13695743680000305,35028.44921875,131.0950927734375,118.16751861572266,0.07365641742944717,0.0,144.97686767578125,113.74544525146484,99.8424301147461,0,1.0,screening,True
9426,5317,5314,4,4,379,"1,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.11643600463867188,0.9575508236885071,0.3017277717590332,38309.08203125,191.102294921875,170.29751586914062,0.08651701360940933,0.0,110.71134948730469,73.13976287841797,69.40911865234375,0,1.0,nominal_reference_calibrated,False
9427,5318,5315,8,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.7506424188613892,0.0,0.7391520142555237,0.0,0.0,0.23640960454940796,37012.578125,170.29751586914062,160.55804443359375,0.04786212742328644,0.0,110.2500991821289,82.1151351928711,49.620506286621094,0,1.0,nominal_reference_calibrated,False
9428,5318,5317,8,4,379,"1,6,4",Nominal,False,Nominal,,0.0,1.6427103281021118,0.0,1.8676090240478516,0.0,0.5454502105712891,0.16729877889156342,35688.94140625,142.85755920410156,131.0950927734375,0.0688321590423584,0.0,106.22376251220703,89.27957916259766,62.27262878417969,0,1.0,nominal_reference_calibrated,False
9429,5318,5314,8,4,379,"1,6,4",Nominal,False,Nominal,,0.0,1.0389325618743896,0.0,1.1396838426589966,0.0,0.0,0.2140750139951706,36905.06640625,160.55804443359375,150.18829345703125,0.05298593267798424,0.0,116.27974700927734,86.4733657836914,43.776058197021484,0,1.0,nominal_reference_calibrated,False
9430,5319,5314,4,4,379,"1,6,4",Nominal,False,Nominal,,0.0,0.734324038028717,0.0,0.7391520142555237,0.0,1.5477352142333984,0.2376738339662552,37043.296875,170.29751586914062,167.11410522460938,0.023593731224536896,0.0,89.8152084350586,72.68680572509766,79.62954711914062,0,1.0,nominal_reference_calibrated,False
9431,5319,5315,4,8,379,"1,6,4",Nominal,False,Nominal,,0.0,0.6908085942268372,0.0,0.7391520142555237,0.0,0.0,0.24104508757591248,37150.47265625,170.29751586914062,160.55804443359375,0.04569448530673981,0.0,119.07213592529297,87.51425170898438,41.06088638305664,0,1.0,nominal_reference_calibrated,False
9432,5320,5329,3,8,380,"2,6,4",Nominal,False,Nominal,,0.0,1.6372709274291992,0.0,1.8676090240478516,0.0,0.45457568764686584,0.16772018373012543,35748.99609375,142.85755920410156,135.12973022460938,0.049016356468200684,0.0,158.56605529785156,143.38876342773438,54.363975524902344,0,1.0,nominal_reference_calibrated,False
9433,5321,5329,2,8,380,"2,6,4",Nominal,False,Nominal,,0.0,1.7732568979263306,0.0,2.0243024826049805,0.0,0.7272197008132935,0.15718500316143036,35389.234375,139.04734802246094,126.9322738647461,0.06725630164146423,0.0,175.81443786621094,150.96807861328125,58.68898391723633,0,1.0,nominal_reference_calibrated,False
9434,5322,5329,1,8,380,"2,6,4",Nominal,False,Nominal,,0.0,1.6046342849731445,0.0,1.8676090240478516,0.0,0.4545981287956238,0.1702486276626587,35718.05078125,142.85755920410156,131.0950927734375,0.06486361473798752,0.0,158.56747436523438,149.41835021972656,53.23577117919922,0,1.0,nominal_reference_calibrated,False
9435,5323,5329,2,8,380,"2,6,4",Nominal,False,Nominal,,0.0,1.7460596561431885,0.0,2.0243024826049805,0.0,0.3636704087257385,0.1592920422554016,35428.09765625,139.04734802246094,126.9322738647461,0.06712739914655685,0.0,152.81507873535156,140.92965698242188,42.31380844116211,0,1.0,nominal_reference_calibrated,False
9436,5320,5330,3,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.9464621543884277,0.0,0.8700684905052185,0.0,0.1404600739479065,0.22123894095420837,36895.37890625,167.11410522460938,153.72262573242188,0.04216185584664345,0.0,132.2916259765625,102.5379867553711,55.259273529052734,0,1.0,nominal_reference_calibrated,False
9437,5323,5330,2,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.8594310879707336,0.0,0.8700684905052185,0.0,0.0,0.22798146307468414,36808.1015625,167.11410522460938,153.72262573242188,0.05013839900493622,0.0,118.12396240234375,102.19365692138672,39.32644271850586,0,1.0,nominal_reference_calibrated,False
9438,5324,5330,1,8,380,"2,6,4",Nominal,False,Nominal,,0.0,1.011735439300537,0.0,1.1396838426589966,0.0,0.05609014257788658,0.21618205308914185,36806.89453125,160.55804443359375,153.72262573242188,0.04998975992202759,0.0,120.9422378540039,89.02503204345703,53.79821014404297,0,1.0,nominal_reference_calibrated,False
9439,5325,5330,2,8,380,"2,6,4",Nominal,False,Nominal,,0.0,1.0171749591827393,0.0,1.0035276412963867,0.0,0.0,0.21576063334941864,36787.1796875,163.86886596679688,150.18829345703125,0.058586809784173965,0.0,104.6650390625,83.01937103271484,46.304256439208984,0,1.0,nominal_reference_calibrated,False
9440,5320,5332,3,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,2.2156155109405518,0.32406237721443176,38570.30859375,199.35507202148438,185.39645385742188,0.04817487671971321,0.0,113.10132598876953,98.04338836669922,91.19546508789062,0,1.0,nominal_reference_calibrated,False
9441,5321,5332,2,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.3442803919315338,0.08229552954435349,0.32659080624580383,38627.9296875,196.64263916015625,185.39645385742188,0.06433647871017456,0.0,99.51561737060547,79.19912719726562,54.252017974853516,0,1.0,nominal_reference_calibrated,False
9442,5325,5332,2,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.2311720848083496,0.4702644944190979,0.3286978602409363,38682.03125,193.8922576904297,182.4766387939453,0.08827637135982513,0.0,111.31314849853516,71.14896392822266,60.970611572265625,0,1.0,nominal_reference_calibrated,False
9443,5326,5332,1,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.5646960139274597,0.34723979234695435,38802.5,202.03109741210938,182.4766387939453,0.08487456291913986,0.0,114.77961730957031,97.9613265991211,62.60591506958008,0,1.0,nominal_reference_calibrated,False
9444,5330,5328,8,4,380,"2,6,4",Nominal,False,Bent,,1.452035903930664,0.2447747439146042,0.0,0.0,0.0,4.452035903930664,0.27560049295425415,37574.4921875,188.27099609375,146.5687713623047,0.16895875334739685,0.0,261.8052978515625,149.91680908203125,129.92433166503906,0,1.0,nominal_reference_calibrated,False
9445,5330,5329,8,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,0.0,0.3286978602409363,38777.9375,199.35507202148438,182.4766387939453,0.06483695656061172,0.0,89.10540008544922,69.31748962402344,46.85334396362305,0,1.0,nominal_reference_calibrated,False
9446,5330,5333,8,4,380,"2,6,4",Nominal,False,Nominal,,0.0,1.8385300636291504,0.0,2.185412883758545,0.0,1.656139850616455,0.15212811529636383,35412.15234375,135.12973022460938,126.9322738647461,0.058711569756269455,0.0,108.24626159667969,93.35093688964844,81.50682830810547,0,1.0,nominal_reference_calibrated,False
9447,5330,5332,8,8,380,"2,6,4",Nominal,False,Nominal,,0.0,2.2138514518737793,0.0,2.6995320320129395,0.0,0.7766351103782654,0.1230509877204895,34862.8359375,122.62822723388672,113.53167724609375,0.06292138993740082,0.0,129.8939208984375,104.10464477539062,66.27613830566406,0,1.0,screening,True
9448,5331,5329,4,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.7817186713218689,1.0443251132965088,0.3417614698410034,38717.56640625,207.279541015625,173.42250061035156,0.08942633867263794,0.0,129.09286499023438,106.32066345214844,70.91181945800781,0,1.0,nominal_reference_calibrated,False
9449,5331,5333,4,4,380,"2,6,4",Nominal,False,Nominal,,0.0,1.9799555540084839,0.0,2.3513357639312744,0.0,0.0,0.14117151498794556,35185.2578125,131.0950927734375,118.16751861572266,0.0625436082482338,0.0,111.71353912353516,99.09387969970703,44.62355041503906,0,1.0,nominal_reference_calibrated,False
9450,5331,5328,4,4,380,"2,6,4",Nominal,False,Bent,,1.9747962951660156,0.9627805948257446,0.0,0.7391520142555237,0.0,4.974796295166016,0.21997471153736115,36693.1875,170.29751586914062,103.6397705078125,0.22322671115398407,0.0,278.30596923828125,167.88587951660156,138.97715759277344,0,1.0,nominal_reference_calibrated,False
9451,5332,5329,8,8,380,"2,6,4",Nominal,False,Nominal,,0.0,0.9464621543884277,0.0,1.1396838426589966,0.0,0.13218286633491516,0.22123894095420837,36819.52734375,160.55804443359375,157.177490234375,0.04309964179992676,0.0,138.17039489746094,113.1662826538086,30.945476531982422,0,1.0,nominal_reference_calibrated,False
9452,5332,5331,8,4,380,"2,6,4",Nominal,False,Nominal,,0.0,1.789575219154358,0.0,2.185412883758545,0.0,0.3499778211116791,0.15592077374458313,35423.06640625,135.12973022460938,122.62822723388672,0.059822943061590195,0.0,124.90055084228516,102.28199005126953,58.88756561279297,0,1.0,nominal_reference_calibrated,False
9453,5332,5328,8,4,380,"2,6,4",Nominal,False,Nominal,,0.0,0.9519015550613403,0.0,1.0035276412963867,0.0,2.2341601848602295,0.22081753611564636,36819.99609375,163.86886596679688,153.72262573242188,0.04168505221605301,0.0,112.31063079833984,97.57674407958984,91.51660919189453,0,1.0,nominal_reference_calibrated,False
9454,5333,5328,4,4,380,"2,6,4",Nominal,False,Nominal,,0.0,0.9682199954986572,0.0,1.1396838426589966,0.0,0.0,0.21955330669879913,36799.7421875,160.55804443359375,153.72262573242188,0.05393388494849205,0.0,120.81351470947266,98.1981430053711,45.17889404296875,0,1.0,nominal_reference_calibrated,False
9455,5333,5329,4,8,380,"2,6,4",Nominal,False,Nominal,,0.0,1.0443719625473022,0.0,1.1396838426589966,0.0,0.0,0.21365360915660858,36785.5,160.55804443359375,153.72262573242188,0.04960235208272934,0.0,121.6151123046875,99.7181625366211,41.74167251586914,0,1.0,nominal_reference_calibrated,False
9456,5334,5343,3,8,381,"3,6,4",Nominal,False,Nominal,,0.0,1.6372709274291992,0.0,1.8676090240478516,0.0,0.9498052597045898,0.16772018373012543,35424.84765625,142.85755920410156,131.0950927734375,0.04666348174214363,0.0,178.81219482421875,156.06752014160156,69.27498626708984,0,1.0,nominal_reference_calibrated,False
9457,5335,5343,2,8,381,"3,6,4",Nominal,False,Nominal,,0.0,1.7841358184814453,0.0,1.8676090240478516,0.0,1.2123936414718628,0.15634217858314514,35166.40234375,142.85755920410156,118.16751861572266,0.08727914094924927,0.0,206.5081787109375,180.75636291503906,46.82476043701172,0,1.0,nominal_reference_calibrated,False
9458,5336,5343,1,8,381,"3,6,4",Nominal,False,Nominal,,0.0,1.653589129447937,0.0,2.0243024826049805,0.0,0.7809226512908936,0.1664559692144394,35481.19140625,139.04734802246094,135.12973022460938,0.054851748049259186,0.0,179.2118682861328,158.623046875,57.42831039428711,0,1.0,nominal_reference_calibrated,False
9459,5337,5343,2,8,381,"3,6,4",Nominal,False,Nominal,,0.0,1.6590287685394287,0.0,2.0243024826049805,0.0,0.6493770480155945,0.1660345494747162,35482.52734375,139.04734802246094,131.0950927734375,0.06677619367837906,0.0,170.8898468017578,154.71560668945312,58.32619857788086,0,1.0,nominal_reference_calibrated,False
9460,5334,5344,3,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.7288846373558044,0.0,0.7391520142555237,0.0,0.0700417160987854,0.2380952388048172,37016.90625,170.29751586914062,160.55804443359375,0.03869042545557022,0.0,134.2391357421875,108.6149673461914,37.05609130859375,0,1.0,nominal_reference_calibrated,False
9461,5337,5344,2,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.7995972633361816,0.0,0.8700684905052185,0.0,0.009879815392196178,0.23261694610118866,37003.703125,167.11410522460938,157.177490234375,0.045716725289821625,0.0,130.43309020996094,106.53724670410156,44.37126541137695,0,1.0,nominal_reference_calibrated,False
9462,5338,5344,1,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.8159157037734985,0.0,0.7391520142555237,0.0,0.0,0.23135271668434143,36963.48828125,170.29751586914062,153.72262573242188,0.05470830202102661,0.0,116.31048583984375,82.18878173828125,49.76396179199219,0,1.0,nominal_reference_calibrated,False
9463,5339,5344,2,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.8811889290809631,0.0,0.8700684905052185,0.0,0.02624327689409256,0.2262958288192749,36800.75,167.11410522460938,157.177490234375,0.04056441783905029,0.0,129.88961791992188,107.83885955810547,53.281341552734375,0,1.0,nominal_reference_calibrated,False
9464,5334,5346,3,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.702389121055603,0.3459755480289459,38833.046875,202.03109741210938,196.64263916015625,0.03857812285423279,0.0,145.25914001464844,121.10111999511719,64.99039459228516,0,1.0,nominal_reference_calibrated,False
9465,5335,5346,2,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.2311720848083496,0.6379771828651428,0.31900548934936523,38600.67578125,193.8922576904297,182.4766387939453,0.08618101477622986,0.0,76.4152603149414,66.34827423095703,63.87495040893555,0,1.0,nominal_reference_calibrated,False
9466,5339,5346,2,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,0.8681943416595459,0.3219553232192993,38589.48828125,199.35507202148438,176.49217224121094,0.09385036677122116,0.0,115.13251495361328,68.16133880615234,67.86170196533203,0,1.0,nominal_reference_calibrated,False
9467,5340,5346,1,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.674490749835968,0.7652698755264282,0.34723979234695435,38666.125,204.67214965820312,193.8922576904297,0.037622712552547455,0.0,133.33863830566406,116.06350708007812,66.0793228149414,0,1.0,nominal_reference_calibrated,False
9468,5344,5342,8,4,381,"3,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.7817186713218689,0.017178848385810852,0.35524651408195496,38962.49609375,207.279541015625,191.102294921875,0.053433239459991455,0.0,130.8948516845703,107.74991607666016,44.73001480102539,0,1.0,nominal_reference_calibrated,False
9469,5344,5343,8,8,381,"3,6,4",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.3442803919315338,2.2887940406799316,0.31900548934936523,38429.75390625,196.64263916015625,170.29751586914062,0.08993832021951675,0.0,101.8711166381836,75.0084457397461,92.46272277832031,0,1.0,nominal_reference_calibrated,False
9470,5344,5347,8,4,381,"3,6,4",Nominal,False,Nominal,,0.0,1.7732568979263306,0.0,2.0243024826049805,0.0,0.37714916467666626,0.15718500316143036,35524.83984375,139.04734802246094,126.9322738647461,0.07585196197032928,0.0,127.73729705810547,101.82996368408203,59.35810089111328,0,1.0,nominal_reference_calibrated,False
9471,5344,5346,8,8,381,"3,6,4",Nominal,False,Nominal,,0.0,2.056107759475708,0.0,2.5225298404693604,0.0,0.8577005863189697,0.1352718025445938,35100.88671875,126.9322738647461,118.16751861572266,0.06409040093421936,0.0,140.145751953125,111.76425170898438,67.67997741699219,0,1.0,screening,True
9472,5345,5343,4,8,381,"3,6,4",Nominal,False,Inflated,,14282.71484375,0.0,0.0,0.0,14285.71484375,0.659639835357666,0.34808260202407837,38549.875,204.67214965820312,193.8922576904297,0.04914975166320801,0.014285714365541935,171.5391082763672,152.5699005126953,49.43359375,0,1.0,nominal_reference_calibrated,False
9473,5345,5347,4,4,381,"3,6,4",Nominal,False,Nominal,,0.0,1.8929245471954346,0.0,2.3513357639312744,0.0,0.18229033052921295,0.14791403710842133,35302.265625,131.0950927734375,122.62822723388672,0.08298861980438232,0.0,141.34036254882812,115.51971435546875,42.7867431640625,0,1.0,nominal_reference_calibrated,False
