strut_id,junction0_id,junction1_id,napari_layer,napari_color_hex,napari_color_rgba_json,coordinate_order,start_z_vox,start_y_vox,start_x_vox,end_z_vox,end_y_vox,end_x_vox,direction_z_vox,direction_y_vox,direction_x_vox,center_z_vox,center_y_vox,center_x_vox,length_vox,length_um_from_centerline,start_z_um,start_y_um,start_x_um,end_z_um,end_y_um,end_x_um,direction_z_um,direction_y_um,direction_x_um,center_z_um,center_y_um,center_x_um,bbox_margin_vox,bbox_z_min_inclusive,bbox_y_min_inclusive,bbox_x_min_inclusive,bbox_z_max_exclusive,bbox_y_max_exclusive,bbox_x_max_exclusive,napari_vector_zyx_json,napari_line_zyx_json,inventory_junction0_id,inventory_junction1_id,inventory_junction0_degree,inventory_junction1_degree,inventory_unit_cell_ids,inventory_unit_cell_indices,inventory_classification,inventory_expected_by_0point5_cad,inventory_ct_material_occupancy,inventory_mean_intensity,inventory_length_um,inventory_trimmed_length_um,inventory_longest_gap_um,inventory_estimated_missing_volume_mm3,inventory_nominal_sampled_volume_mm3,inventory_centroid_x_um,inventory_centroid_y_um,inventory_centroid_z_um,inventory_aspect_ratio,inventory_sphericity,inventory_voxel_size_um
10481,5904,5903,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,460.967194,168.006935,609.659541,421.511292,167.708929,649.018568,-39.455902,-0.298006,39.359026,441.239243,167.857932,629.339055,55.731409,3237.437566,26777.584276,9759.522856,35415.122764,24485.590923,9742.211665,37701.488611,-2291.993353,-17.311191,2286.365847,25631.5876,9750.867261,36558.305688,10.0,411,157,599,472,180,661,"[[460.967194, 168.006935, 609.659541], [-39.455902, -0.298006, 39.359026]]","[[460.967194, 168.006935, 609.659541], [421.511292, 167.708929, 649.018568]]",5904,5903,8,8,421,"7,1,5",Nominal,False,0.3917924761772156,39501.09375,3237.4369990539553,1942.46240234375,0.0,0.4508785009384155,0.7413234710693359,36558.30543151856,9750.86688735962,25631.588486328128,0.0,1.0,58.09
10482,5904,5907,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,460.967194,168.006935,609.659541,460.890686,207.066507,649.126039,-0.076508,39.059572,39.466497,460.92894,187.536721,629.39279,55.527115,3225.570087,26777.584276,9759.522856,35415.122764,26773.139952,12028.493419,37707.731589,-4.444325,2268.970563,2292.608824,26775.362114,10894.008137,36561.427176,10.0,450,158,599,472,219,661,"[[460.967194, 168.006935, 609.659541], [-0.076508, 39.059572, 39.466497]]","[[460.967194, 168.006935, 609.659541], [460.890686, 207.066507, 649.126039]]",5904,5907,8,4,421,"7,1,5",Nominal,False,0.18118466436862946,35700.91796875,3225.570545883179,1935.342529296875,0.0,0.6047821044921875,0.7386062145233154,36561.42904541016,10894.007637634279,26775.363000488283,0.0,1.0,58.09
10483,5904,5906,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,460.967194,168.006935,609.659541,461.109161,128.406315,648.603341,0.141968,-39.60062,38.943799,461.038177,148.206625,629.131441,55.541415,3226.400774,26777.584276,9759.522856,35415.122764,26785.831184,7459.122853,37677.368059,8.246908,-2300.400003,2262.245295,26781.70773,8609.322855,36546.245411,10.0,450,118,599,473,180,660,"[[460.967194, 168.006935, 609.659541], [0.141968, -39.60062, 38.943799]]","[[460.967194, 168.006935, 609.659541], [461.109161, 128.406315, 648.603341]]",5904,5906,8,8,421,"7,1,5",Nominal,False,0.2071235030889511,35906.47265625,3226.4002004241947,1935.8402099609375,0.0,0.5857741236686707,0.7387961745262146,36546.24707641602,8609.322512969971,26781.707730407717,0.0,1.0,58.09
10484,5905,5903,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.032654,167.465888,688.069838,421.511292,167.708929,649.018568,-39.521362,0.243041,-39.05127,441.271973,167.587408,668.544203,55.560767,3227.524957,26781.38686,9728.093416,39969.976883,24485.590923,9742.211665,37701.488611,-2295.795936,14.118249,-2268.488272,25633.488892,9735.152541,38835.732747,10.0,411,157,639,473,179,700,"[[461.032654, 167.465888, 688.069838], [-39.521362, 0.243041, -39.05127]]","[[461.032654, 167.465888, 688.069838], [421.511292, 167.708929, 649.018568]]",5905,5903,4,8,421,"7,1,5",Nominal,False,0.3348819315433502,38606.2890625,3227.5250205230714,1936.51513671875,0.0,0.4915580451488495,0.7390537858009338,38835.73196533203,9735.152202148438,25633.488891601562,0.0,1.0,58.09
10485,5905,5907,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.032654,167.465888,688.069838,460.890686,207.066507,649.126039,-0.141968,39.60062,-38.943799,460.96167,187.266198,668.597938,55.541415,3226.400774,26781.38686,9728.093416,39969.976883,26773.139952,12028.493419,37707.731589,-8.246908,2300.400003,-2262.245295,26777.263406,10878.293418,38838.854236,10.0,450,157,639,473,219,700,"[[461.032654, 167.465888, 688.069838], [-0.141968, 39.60062, -38.943799]]","[[461.032654, 167.465888, 688.069838], [460.890686, 207.066507, 649.126039]]",5905,5907,4,4,421,"7,1,5",Nominal,False,0.1939605176448822,35532.9453125,3226.400865211487,1935.8406982421875,0.0,0.5954989790916443,0.7387963533401489,38838.85203369141,10878.293838806154,26777.26340576172,0.0,1.0,58.09
10486,5905,5902,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.032654,167.465888,688.069838,500.488586,167.763894,648.710811,39.455933,0.298006,-39.359027,480.76062,167.614891,668.390325,55.731431,3237.438825,26781.38686,9728.093416,39969.976883,29073.381985,9745.404603,37683.611031,2291.995126,17.311187,-2286.365852,27927.384423,9736.74901,38826.793957,10.0,451,157,638,512,179,700,"[[461.032654, 167.465888, 688.069838], [39.455933, 0.298006, -39.359027]]","[[461.032654, 167.465888, 688.069838], [500.488586, 167.763894, 648.710811]]",5905,5902,4,4,421,"7,1,5",Nominal,False,0.4444444477558136,40237.26953125,3237.438107032776,1942.4630126953125,0.0,0.4118465185165405,0.741323709487915,38826.79367858887,9736.749464416505,27927.384422607425,0.0,1.0,58.09
10487,5906,5903,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.109161,128.406315,648.603341,421.511292,167.708929,649.018568,-39.59787,39.302613,0.415227,441.310226,148.057622,648.810954,55.793003,3241.015517,26785.831184,7459.122853,37677.368059,24485.590923,9742.211665,37701.488611,-2300.240261,2283.088812,24.120552,25635.711054,8600.667259,37689.428335,10.0,411,118,638,473,179,661,"[[461.109161, 128.406315, 648.603341], [-39.59787, 39.302613, 0.415227]]","[[461.109161, 128.406315, 648.603341], [421.511292, 167.708929, 649.018568]]",5906,5903,8,8,421,"7,1,5",Nominal,False,0.25629112124443054,37462.3203125,3241.0153274536133,1944.6092529296875,0.0,0.5519381761550903,0.7421427965164185,37689.42594116211,8600.666982421875,25635.711940307618,0.0,1.0,58.09
10488,5906,5905,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.109161,128.406315,648.603341,461.032654,167.465888,688.069838,-0.076508,39.059572,39.466497,461.070908,147.936101,668.336589,55.527115,3225.570087,26785.831184,7459.122853,37677.368059,26781.38686,9728.093416,39969.976883,-4.444325,2268.970563,2292.608824,26783.609022,8593.608135,38823.672471,10.0,451,118,638,473,179,700,"[[461.109161, 128.406315, 648.603341], [-0.076508, 39.059572, 39.466497]]","[[461.109161, 128.406315, 648.603341], [461.032654, 167.465888, 688.069838]]",5906,5905,8,4,421,"7,1,5",Nominal,False,0.20673635601997375,36245.48046875,3225.5696595001223,1935.341796875,0.0,0.5859093070030212,0.7386059761047363,38823.67006469727,8593.60782775879,26783.609908447266,0.0,1.0,58.09
10489,5906,5902,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.109161,128.406315,648.603341,500.488586,167.763894,648.710811,39.379425,39.357579,0.107471,480.798874,148.085105,648.657076,55.675575,3234.194163,26785.831184,7459.122853,37677.368059,29073.381985,9745.404603,37683.611031,2287.550801,2286.28175,6.242972,27929.606585,8602.263728,37680.489545,10.0,451,118,638,512,179,660,"[[461.109161, 128.406315, 648.603341], [39.379425, 39.357579, 0.107471]]","[[461.109161, 128.406315, 648.603341], [500.488586, 167.763894, 648.710811]]",5906,5902,8,4,421,"7,1,5",Nominal,False,0.24932248890399933,37838.31640625,3234.194609832764,1940.5167236328125,0.0,0.5559374690055847,0.7405809164047241,37680.491199951175,8602.264244689943,27929.607471313477,0.0,1.0,58.09
10490,5907,5902,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,460.890686,207.066507,649.126039,500.488586,167.763894,648.710811,39.5979,-39.302613,-0.415227,480.689636,187.415201,648.918425,55.793024,3241.016778,26773.139952,12028.493419,37707.731589,29073.381985,9745.404603,37683.611031,2300.242034,-2283.088815,-24.120558,27923.260969,10886.949011,37695.67131,10.0,450,157,638,512,219,661,"[[460.890686, 207.066507, 649.126039], [39.5979, -39.302613, -0.415227]]","[[460.890686, 207.066507, 649.126039], [500.488586, 167.763894, 648.710811]]",5907,5902,4,4,421,"7,1,5",Nominal,False,0.2469996064901352,37364.12890625,3241.0166570281986,1944.610107421875,0.0,0.5588340163230896,0.7421430945396423,37695.673168945315,10886.949369354248,27923.260968627932,0.0,1.0,58.09
10491,5907,5903,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,460.890686,207.066507,649.126039,421.511292,167.708929,649.018568,-39.379395,-39.357579,-0.107471,441.200989,187.387718,649.072303,55.675554,3234.192912,26773.139952,12028.493419,37707.731589,24485.590923,9742.211665,37701.488611,-2287.549028,-2286.281754,-6.242978,25629.365438,10885.352542,37704.6101,10.0,411,157,639,472,219,661,"[[460.890686, 207.066507, 649.126039], [-39.379395, -39.357579, -0.107471]]","[[460.890686, 207.066507, 649.126039], [421.511292, 167.708929, 649.018568]]",5907,5903,4,8,421,"7,1,5",Nominal,False,0.2620983421802521,37264.56640625,3234.1932802581787,1940.51611328125,0.0,0.5464757084846497,0.740580677986145,37704.60791015625,10885.35299346924,25629.365437622073,0.0,1.0,58.09
10492,5908,5917,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.653259,128.108324,687.962367,421.576721,167.167897,727.428864,-0.076538,39.059573,39.466497,421.61499,147.63811,707.695616,55.527115,3225.570096,24493.837831,7441.812545,39963.733907,24489.391734,9710.783112,42256.342737,-4.446097,2268.970567,2292.60883,24491.614783,8576.297829,41110.038322,10.0,411,118,677,433,179,739,"[[421.653259, 128.108324, 687.962367], [-0.076538, 39.059573, 39.466497]]","[[421.653259, 128.108324, 687.962367], [421.576721, 167.167897, 727.428864]]",5908,5917,3,8,422,"8,1,5",Nominal,False,0.2353852093219757,36593.359375,3225.5723186492924,1935.3433837890625,0.0,0.564749538898468,0.7386065721511841,41110.03843078614,8576.297653045654,24491.614782714845,0.0,1.0,58.09
10493,5909,5917,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.718689,127.567277,766.372664,421.576721,167.167897,727.428864,-0.141968,39.60062,-38.943799,421.647705,147.367587,746.900764,55.541415,3226.400774,24497.638642,7410.383109,44518.588031,24489.391734,9710.783112,42256.342737,-8.246908,2300.400003,-2262.245295,24493.515188,8560.583111,43387.465384,10.0,411,117,717,433,179,778,"[[421.718689, 127.567277, 766.372664], [-0.141968, 39.60062, -38.943799]]","[[421.718689, 127.567277, 766.372664], [421.576721, 167.167897, 727.428864]]",5909,5917,3,8,422,"8,1,5",Nominal,False,0.21138212084770203,35840.08203125,3226.4002004241947,1935.8402099609375,0.0,0.5826278328895569,0.7387961745262146,43387.46496459961,8560.582967834473,24493.515187988283,0.0,1.0,58.09
10494,5910,5917,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.500214,206.227469,766.895362,421.576721,167.167897,727.428864,0.076508,-39.059572,-39.466497,421.538467,186.697683,747.162113,55.527115,3225.570087,24484.947409,11979.753675,44548.951561,24489.391734,9710.783112,42256.342737,4.444325,-2268.970563,-2292.608824,24487.169572,10845.268393,43402.647149,10.0,411,157,717,433,218,778,"[[421.500214, 206.227469, 766.895362], [0.076508, -39.059572, -39.466497]]","[[421.500214, 206.227469, 766.895362], [421.576721, 167.167897, 727.428864]]",5910,5917,2,8,422,"8,1,5",Nominal,False,0.26867982745170593,36997.2578125,3225.5696595001223,1935.341796875,0.0,0.5401574373245239,0.7386059761047363,43402.64693359375,10845.26809249878,24487.168685302735,0.0,1.0,58.09
10495,5911,5917,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.434753,206.768501,688.485065,421.576721,167.167897,727.428864,0.141968,-39.600605,38.943799,421.505737,186.968199,707.956965,55.541404,3226.400146,24481.144826,12011.182232,39994.097441,24489.391734,9710.783112,42256.342737,8.246908,-2300.39912,2262.245296,24485.26828,10860.982672,41125.220089,10.0,411,157,678,433,218,739,"[[421.434753, 206.768501, 688.485065], [0.141968, -39.600605, 38.943799]]","[[421.434753, 206.768501, 688.485065], [421.576721, 167.167897, 727.428864]]",5911,5917,2,8,422,"8,1,5",Nominal,False,0.18854045867919922,35853.86328125,3226.402194786072,1935.84130859375,0.0,0.5995035171508789,0.738796591758728,41125.22039978028,10860.982777709962,24485.268280029297,0.0,1.0,58.09
10496,5908,5918,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.653259,128.108324,687.962367,461.032654,167.465888,688.069838,39.379395,39.357564,0.107471,441.342957,147.787106,688.016103,55.675543,3234.192287,24493.837831,7441.812545,39963.733907,26781.38686,9728.093416,39969.976883,2287.549028,2286.280871,6.242976,25637.612346,8584.952981,39966.855395,10.0,411,118,677,473,179,700,"[[421.653259, 128.108324, 687.962367], [39.379395, 39.357564, 0.107471]]","[[421.653259, 128.108324, 687.962367], [461.032654, 167.465888, 688.069838]]",5908,5918,3,8,422,"8,1,5",Nominal,False,0.27990707755088806,37127.01953125,3234.191950683594,1940.5152587890625,0.0,0.5332866907119751,0.7405803799629211,39966.85602050782,8584.95318359375,25637.612345581056,0.0,1.0,58.09
10497,5911,5918,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.434753,206.768501,688.485065,461.032654,167.465888,688.069838,39.5979,-39.302613,-0.415227,441.233704,187.117194,688.277452,55.793024,3241.016778,24481.144826,12011.182232,39994.097441,26781.38686,9728.093416,39969.976883,2300.242034,-2283.088815,-24.120558,25631.265843,10869.637824,39982.037162,10.0,411,157,678,473,218,700,"[[421.434753, 206.768501, 688.485065], [39.5979, -39.302613, -0.415227]]","[[421.434753, 206.768501, 688.485065], [461.032654, 167.465888, 688.069838]]",5911,5918,2,8,422,"8,1,5",Nominal,False,0.2733255922794342,37096.59765625,3241.0166570281986,1944.610107421875,0.0,0.5392963886260986,0.7421430945396423,39982.03798950196,10869.637421875,25631.26584289551,0.0,1.0,58.09
10498,5912,5918,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,500.412048,206.823467,688.177309,461.032654,167.465888,688.069838,-39.379395,-39.357579,-0.107471,480.722351,187.144677,688.123573,55.675554,3234.192912,29068.935888,12014.37517,39976.219861,26781.38686,9728.093416,39969.976883,-2287.549028,-2286.281754,-6.242978,27925.161374,10871.234293,39973.098372,10.0,451,157,678,512,218,700,"[[500.412048, 206.823467, 688.177309], [-39.379395, -39.357579, -0.107471]]","[[500.412048, 206.823467, 688.177309], [461.032654, 167.465888, 688.069838]]",5912,5918,1,8,422,"8,1,5",Nominal,False,0.28416571021080017,37116.796875,3234.1932802581787,1940.51611328125,0.0,0.5301330089569092,0.740580677986145,39973.096157226566,10871.234684143066,27925.16137390137,0.0,1.0,58.09
10499,5913,5918,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,500.630524,128.163274,687.654611,461.032654,167.465888,688.069838,-39.59787,39.302613,0.415227,480.831589,147.814581,687.862224,55.793003,3241.015517,29081.627121,7445.004605,39945.856331,26781.38686,9728.093416,39969.976883,-2300.240261,2283.088812,24.120552,27931.50699,8586.54901,39957.916607,10.0,451,118,677,512,179,700,"[[500.630524, 128.163274, 687.654611], [-39.59787, 39.302613, 0.415227]]","[[500.630524, 128.163274, 687.654611], [461.032654, 167.465888, 688.069838]]",5913,5918,2,8,422,"8,1,5",Nominal,False,0.25435540080070496,36764.1484375,3241.0153274536133,1944.6092529296875,0.0,0.5533747673034668,0.7421427965164185,39957.914188232426,8586.548673095704,27931.507876586915,0.0,1.0,58.09
10500,5909,5919,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.718689,127.567277,766.372664,461.098083,166.924856,766.480134,39.379395,39.357579,0.107471,441.408386,147.246066,766.426399,55.675554,3234.192912,24497.638642,7410.383109,44518.588031,26785.18767,9696.664863,44524.831009,2287.549028,2286.281754,6.242978,25641.413156,8553.523986,44521.70952,10.0,411,117,756,473,178,778,"[[421.718689, 127.567277, 766.372664], [39.379395, 39.357579, 0.107471]]","[[421.718689, 127.567277, 766.372664], [461.098083, 166.924856, 766.480134]]",5909,5919,3,8,422,"8,1,5",Nominal,False,0.23770809173583984,36296.0703125,3234.1928370666506,1940.515869140625,0.0,0.5645385980606079,0.7405806183815002,44521.70908813477,8553.523813171387,25641.413156127932,0.0,1.0,58.09
10501,5910,5919,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.500214,206.227469,766.895362,461.098083,166.924856,766.480134,39.59787,-39.302613,-0.415227,441.299149,186.576162,766.687748,55.793003,3241.015517,24484.947409,11979.753675,44548.951561,26785.18767,9696.664863,44524.831009,2300.240261,-2283.088812,-24.120552,25635.06754,10838.209269,44536.891285,10.0,411,156,756,473,218,778,"[[421.500214, 206.227469, 766.895362], [39.59787, -39.302613, -0.415227]]","[[421.500214, 206.227469, 766.895362], [461.098083, 166.924856, 766.480134]]",5910,5919,2,8,422,"8,1,5",Nominal,False,0.2636469304561615,36883.09375,3241.0153274536133,1944.6092529296875,0.0,0.5464791059494019,0.7421427965164185,44536.89105712891,10838.208937835694,25635.066653442384,0.0,1.0,58.09
10502,5914,5919,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,500.695984,127.622242,766.064907,461.098083,166.924856,766.480134,-39.5979,39.302613,0.415227,480.897034,147.273549,766.272521,55.793024,3241.016778,29085.429704,7413.576048,44500.710451,26785.18767,9696.664863,44524.831009,-2300.242034,2283.088815,24.120558,27935.308687,8555.120455,44512.77073,10.0,451,117,756,512,178,778,"[[500.695984, 127.622242, 766.064907], [-39.5979, 39.302613, 0.415227]]","[[500.695984, 127.622242, 766.064907], [461.098083, 166.924856, 766.480134]]",5914,5919,2,8,422,"8,1,5",Nominal,False,0.2373209446668625,36661.66015625,3241.0164354324343,1944.60986328125,0.0,0.5660169124603271,0.7421430349349976,44512.770801391605,8555.120189056397,27935.30868713379,0.0,1.0,58.09
10503,5915,5919,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,500.477509,206.282419,766.587605,461.098083,166.924856,766.480134,-39.379425,-39.357564,-0.107471,480.787796,186.603637,766.53387,55.675564,3234.193539,29072.738471,11982.94573,44531.07398,26785.18767,9696.664863,44524.831009,-2287.550801,-2286.280867,-6.242971,27928.963071,10839.805297,44527.952494,10.0,451,156,756,512,218,778,"[[500.477509, 206.282419, 766.587605], [-39.379425, -39.357564, -0.107471]]","[[500.477509, 206.282419, 766.587605], [461.098083, 166.924856, 766.480134]]",5915,5919,1,8,422,"8,1,5",Nominal,False,0.23654665052890778,36309.48828125,3234.1941666412354,1940.5166015625,0.0,0.5653989315032959,0.7405808568000793,44527.952770385746,10839.805313720704,27928.962184448243,0.0,1.0,58.09
10504,5908,5920,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.653259,128.108324,687.962367,461.174622,127.865283,727.013637,39.521362,-0.243041,39.05127,441.41394,127.986804,707.488002,55.560767,3227.524957,24493.837831,7441.812545,39963.733907,26789.633768,7427.694297,42232.222179,2295.795936,-14.118249,2268.488272,25641.7358,7434.753421,41097.978043,10.0,411,117,677,473,140,739,"[[421.653259, 128.108324, 687.962367], [39.521362, -0.243041, 39.05127]]","[[421.653259, 128.108324, 687.962367], [461.174622, 127.865283, 727.013637]]",5908,5920,3,8,422,"8,1,5",Nominal,False,0.2679055333137512,37891.75,3227.5250205230714,1936.51513671875,0.0,0.5410571694374084,0.7390537858009338,41097.97653015137,7434.753278656006,25641.73579956055,0.0,1.0,58.09
10505,5909,5920,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,421.718689,127.567277,766.372664,461.174622,127.865283,727.013637,39.455933,0.298006,-39.359027,441.446655,127.71628,746.69315,55.731431,3237.438825,24497.638642,7410.383109,44518.588031,26789.633768,7427.694297,42232.222179,2291.995126,17.311187,-2286.365852,25643.636205,7419.038703,43375.405105,10.0,411,117,717,473,139,778,"[[421.718689, 127.567277, 766.372664], [39.455933, 0.298006, -39.359027]]","[[421.718689, 127.567277, 766.372664], [461.174622, 127.865283, 727.013637]]",5909,5920,3,8,422,"8,1,5",Nominal,False,0.30816879868507385,38035.359375,3237.4405445861817,1942.46435546875,0.0,0.512871265411377,0.741324245929718,43375.40306396485,7419.038593444825,25643.636204833987,0.0,1.0,58.09
10506,5913,5920,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,500.630524,128.163274,687.654611,461.174622,127.865283,727.013637,-39.455902,-0.297991,39.359026,480.902573,128.014279,707.334124,55.731409,3237.437562,29081.627121,7445.004605,39945.856331,26789.633768,7427.694297,42232.222179,-2291.993353,-17.310308,2286.365848,27935.630444,7436.349451,41089.039255,10.0,451,117,677,512,140,739,"[[500.630524, 128.163274, 687.654611], [-39.455902, -0.297991, 39.359026]]","[[500.630524, 128.163274, 687.654611], [461.174622, 127.865283, 727.013637]]",5913,5920,2,8,422,"8,1,5",Nominal,False,0.3554007112979889,39250.984375,3237.436777458191,1942.462158203125,0.0,0.4778565764427185,0.7413234114646912,41089.038243408206,7436.349654541016,27935.631330566408,0.0,1.0,58.09
10507,5914,5920,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,500.695984,127.622242,766.064907,461.174622,127.865283,727.013637,-39.521362,0.243041,-39.05127,480.935303,127.743763,746.539272,55.560767,3227.524957,29085.429704,7413.576048,44500.710451,26789.633768,7427.694297,42232.222179,-2295.795936,14.118249,-2268.488272,27937.531736,7420.635172,43366.466315,10.0,451,117,717,512,139,778,"[[500.695984, 127.622242, 766.064907], [-39.521362, 0.243041, -39.05127]]","[[500.695984, 127.622242, 766.064907], [461.174622, 127.865283, 727.013637]]",5914,5920,2,8,422,"8,1,5",Nominal,False,0.22764228284358978,36470.39453125,3227.5250205230714,1936.51513671875,0.0,0.5708138942718506,0.7390537858009338,43366.464777221685,7420.634969329834,27937.531735839846,0.0,1.0,58.09
10508,5918,5916,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.032654,167.465888,688.069838,500.554016,167.222847,727.121108,39.521362,-0.243041,39.05127,480.793335,167.344367,707.595473,55.560767,3227.524957,26781.38686,9728.093416,39969.976883,29077.182796,9713.975167,42238.465155,2295.795936,-14.118249,2268.488272,27929.284828,9721.034292,41104.221019,10.0,451,157,678,512,179,739,"[[461.032654, 167.465888, 688.069838], [39.521362, -0.243041, 39.05127]]","[[461.032654, 167.465888, 688.069838], [500.554016, 167.222847, 727.121108]]",5918,5916,8,4,422,"8,1,5",Nominal,False,0.36817654967308044,38683.953125,3227.5250205230714,1936.51513671875,0.0,0.46695148944854736,0.7390537858009338,41104.220212402346,9721.033892822266,27929.28482788086,0.0,1.0,58.09
10509,5918,5917,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.032654,167.465888,688.069838,421.576721,167.167897,727.428864,-39.455933,-0.297991,39.359027,441.304688,167.316892,707.749351,55.731431,3237.438821,26781.38686,9728.093416,39969.976883,24489.391734,9710.783112,42256.342737,-2291.995126,-17.310304,2286.365854,25635.389297,9719.438264,41113.15981,10.0,411,157,678,473,179,739,"[[461.032654, 167.465888, 688.069838], [-39.455933, -0.297991, 39.359027]]","[[461.032654, 167.465888, 688.069838], [421.576721, 167.167897, 727.428864]]",5918,5917,8,8,422,"8,1,5",Nominal,False,0.35656213760375977,38892.609375,3237.4405445861817,1942.46435546875,0.0,0.4769960939884186,0.741324245929718,41113.16204467774,9719.438403320313,25635.389296875,0.0,1.0,58.09
10510,5918,5921,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.032654,167.465888,688.069838,460.956116,206.52546,727.536335,-0.076538,39.059573,39.466497,460.994385,186.995674,707.803087,55.527115,3225.570096,26781.38686,9728.093416,39969.976883,26776.940762,11997.063983,42262.585713,-4.446097,2268.970567,2292.60883,26779.163811,10862.5787,41116.281298,10.0,450,157,678,473,218,739,"[[461.032654, 167.465888, 688.069838], [-0.076538, 39.059573, 39.466497]]","[[461.032654, 167.465888, 688.069838], [460.956116, 206.52546, 727.536335]]",5918,5921,8,4,422,"8,1,5",Nominal,False,0.18737901747226715,35742.35546875,3225.570545883179,1935.342529296875,0.0,0.6002069115638733,0.7386062145233154,41116.28211303711,10862.578267211915,26779.16381103516,0.0,1.0,58.09
10511,5918,5920,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,461.032654,167.465888,688.069838,461.174622,127.865283,727.013637,0.141968,-39.600605,38.943799,461.103638,147.665585,707.541737,55.541404,3226.400146,26781.38686,9728.093416,39969.976883,26789.633768,7427.694297,42232.222179,8.246908,-2300.39912,2262.245296,26785.510314,8577.893856,41101.099531,10.0,451,117,678,473,179,739,"[[461.032654, 167.465888, 688.069838], [0.141968, -39.600605, 38.943799]]","[[461.032654, 167.465888, 688.069838], [461.174622, 127.865283, 727.013637]]",5918,5920,8,8,422,"8,1,5",Nominal,False,0.21757645905017853,36135.4296875,3226.399535636902,1935.8397216796875,0.0,0.5780513882637024,0.7387959957122803,41101.10014404297,8577.894028930665,26785.510313720704,0.0,1.0,58.09
