component,voxels,volume_mm3,centroid_z_voxel,centroid_y_voxel,centroid_x_voxel,bbox_z,bbox_y,bbox_x
1595,21,0.03293164394167201,298.76190476190476,171.76190476190476,382.0,11,11,1
1553,21,0.03293164394167201,281.76190476190476,338.5238095238095,374.23809523809524,11,2,11
1559,21,0.03293164394167201,281.8095238095238,251.95238095238096,343.0952380952381,8,11,2
1069,21,0.03293164394167201,165.8095238095238,82.42857142857143,354.5238095238095,13,4,12
1460,21,0.03293164394167201,261.23809523809524,73.76190476190476,342.0,11,11,1
927,21,0.03293164394167201,141.04761904761904,173.42857142857142,382.0,10,13,1
1740,21,0.03293164394167201,337.76190476190476,211.76190476190476,382.0,11,11,1
1337,21,0.03293164394167201,222.76190476190476,219.9047619047619,353.9047619047619,10,4,10
1813,21,0.03293164394167201,357.95238095238096,35.04761904761905,381.0,12,13,1
1781,21,0.03293164394167201,341.0,239.38095238095238,373.6190476190476,10,3,10
1779,21,0.03293164394167201,341.76190476190476,121.52380952380952,373.23809523809524,11,2,11
1775,21,0.03293164394167201,340.76190476190476,358.5238095238095,374.23809523809524,11,2,11
1760,21,0.03293164394167201,340.23809523809524,73.76190476190476,342.0,11,11,1
1386,21,0.03293164394167201,240.66666666666666,92.76190476190476,342.0,11,11,1
853,21,0.03293164394167201,124.28571428571429,298.76190476190476,334.57142857142856,11,4,11
860,21,0.03293164394167201,123.76190476190476,358.14285714285717,354.23809523809524,12,4,12
1414,21,0.03293164394167201,242.76190476190476,180.52380952380952,373.23809523809524,11,2,11
1128,21,0.03293164394167201,182.23809523809524,112.76190476190476,342.0,11,11,1
886,21,0.03293164394167201,128.57142857142858,23.80952380952381,376.0,9,3,9
899,21,0.03293164394167201,133.52380952380952,209.38095238095238,354.14285714285717,2,12,12
1419,21,0.03293164394167201,242.66666666666666,279.42857142857144,354.23809523809524,10,3,11
1121,21,0.03293164394167201,180.33333333333334,258.0,375.14285714285717,12,1,11
907,21,0.03293164394167201,133.47619047619048,308.23809523809524,374.23809523809524,2,11,11
909,21,0.03293164394167201,133.47619047619048,348.23809523809524,374.23809523809524,2,11,11
1421,21,0.03293164394167201,242.76190476190476,298.5238095238095,374.23809523809524,11,2,11
1106,21,0.03293164394167201,172.61904761904762,268.23809523809524,373.6666666666667,2,12,11
1755,21,0.03293164394167201,339.23809523809524,270.76190476190476,343.0,11,11,1
951,21,0.03293164394167201,143.76190476190476,121.52380952380952,333.23809523809524,11,2,11
305,21,0.03293164394167201,44.76190476190476,229.23809523809524,363.5238095238095,11,11,2
690,21,0.03293164394167201,103.23809523809524,114.23809523809524,362.0,11,11,1
228,21,0.03293164394167201,43.23809523809524,233.23809523809524,343.0,11,11,1
134,21,0.03293164394167201,35.61904761904762,150.14285714285714,353.9047619047619,2,11,11
487,21,0.03293164394167201,64.76190476190476,289.23809523809524,324.5238095238095,11,11,2
320,21,0.03293164394167201,44.76190476190476,328.23809523809524,344.5238095238095,11,11,2
566,21,0.03293164394167201,83.23809523809524,134.23809523809524,362.0,11,11,1
631,21,0.03293164394167201,86.14285714285714,358.2857142857143,356.0,12,4,11
419,21,0.03293164394167201,63.76190476190476,54.76190476190476,381.0,11,11,1
130,21,0.03293164394167201,35.476190476190474,91.23809523809524,373.23809523809524,2,11,11
133,21,0.03293164394167201,35.476190476190474,130.23809523809524,373.23809523809524,2,11,11
559,21,0.03293164394167201,83.23809523809524,75.23809523809524,342.0,11,11,1
136,21,0.03293164394167201,35.476190476190474,170.23809523809524,373.23809523809524,2,11,11
681,21,0.03293164394167201,103.23809523809524,55.23809523809524,342.0,11,11,1
475,21,0.03293164394167201,64.76190476190476,190.23809523809524,343.5238095238095,11,11,2
334,21,0.03293164394167201,45.285714285714285,300.57142857142856,42.333333333333336,10,3,10
552,21,0.03293164394167201,82.38095238095238,233.0952380952381,343.0,12,12,1
73,21,0.03293164394167201,24.761904761904763,359.5238095238095,43.76190476190476,11,2,11
49,21,0.03293164394167201,24.761904761904763,260.5238095238095,62.76190476190476,11,2,11
6,21,0.03293164394167201,21.0,300.6190476190476,191.8095238095238,8,8,10
319,21,0.03293164394167201,44.76190476190476,328.23809523809524,305.5238095238095,11,11,2
74,21,0.03293164394167201,24.61904761904762,367.04761904761904,286.5238095238095,11,12,3
233,21,0.03293164394167201,44.23809523809524,35.23809523809524,381.0,11,11,1
140,21,0.03293164394167201,35.476190476190474,229.23809523809524,354.23809523809524,2,11,11
481,21,0.03293164394167201,64.76190476190476,249.23809523809524,363.5238095238095,11,11,2
603,21,0.03293164394167201,84.0,338.6190476190476,295.3809523809524,11,3,11
667,21,0.03293164394167201,94.47619047619048,308.23809523809524,374.23809523809524,2,11,11
187,21,0.03293164394167201,36.0,291.76190476190476,198.71428571428572,1,13,13
655,21,0.03293164394167201,94.42857142857143,111.33333333333333,372.7142857142857,2,11,10
700,21,0.03293164394167201,102.52380952380952,371.0952380952381,383.0,10,10,1
41,21,0.03293164394167201,24.857142857142858,122.52380952380952,42.666666666666664,12,3,13
535,21,0.03293164394167201,74.61904761904762,248.8095238095238,373.95238095238096,2,11,11
656,21,0.03293164394167201,94.42857142857143,130.28571428571428,354.14285714285717,2,12,12
626,21,0.03293164394167201,85.0,277.76190476190476,354.76190476190476,10,6,11
717,21,0.03293164394167201,103.76190476190476,249.23809523809524,324.5238095238095,11,11,2
786,20,0.031363470420640006,114.0,289.65,372.8,3,11,10
1054,20,0.031363470420640006,162.95,229.5,363.35,11,10,3
1380,20,0.031363470420640006,240.75,74.95,342.0,12,11,1
1209,20,0.031363470420640006,199.55,199.0,375.0,11,1,11
657,20,0.031363470420640006,94.45,150.1,373.35,2,11,11
1588,20,0.031363470420640006,298.85,250.75,382.0,12,12,1
556,20,0.031363470420640006,83.45,35.0,381.0,11,11,1
1321,20,0.031363470420640006,222.1,299.45,314.65,12,2,12
591,20,0.031363470420640006,83.75,249.35,343.6,11,10,2
1814,20,0.031363470420640006,358.8,53.8,322.0,12,12,1
1261,20,0.031363470420640006,203.2,349.9,363.5,10,11,2
1670,20,0.031363470420640006,319.55,290.2,343.2,12,11,2
1265,20,0.031363470420640006,204.0,101.55,373.45,11,2,11
50,20,0.031363470420640006,24.55,270.05,33.5,11,11,2
1118,20,0.031363470420640006,180.4,153.5,362.0,12,13,1
1447,20,0.031363470420640006,258.9,211.65,382.0,11,11,1
1383,20,0.031363470420640006,241.15,53.7,342.0,11,11,1
1703,20,0.031363470420640006,321.95,141.5,373.45,11,2,11
1632,20,0.031363470420640006,301.8,318.5,374.3,11,2,11
1820,20,0.031363470420640006,357.55,152.8,381.0,10,11,1
1625,20,0.031363470420640006,301.9,160.5,373.4,11,2,11
550,20,0.031363470420640006,82.85,291.4,363.0,13,12,1
723,20,0.031363470420640006,102.3,278.6,371.9,8,5,11
896,20,0.031363470420640006,133.55,111.45,372.1,2,11,12
1751,20,0.031363470420640006,339.0,132.5,342.0,11,10,1
242,20,0.031363470420640006,43.8,114.55,342.0,11,11,1
536,20,0.031363470420640006,74.5,269.1,354.4,2,11,11
1555,20,0.031363470420640006,282.8,141.45,373.6,11,3,10
709,20,0.031363470420640006,101.75,180.8,351.0,8,5,10
739,20,0.031363470420640006,103.75,358.5,295.25,11,2,11
188,20,0.031363470420640006,36.0,290.95,256.6,1,11,11
878,20,0.031363470420640006,125.5,279.75,316.1,8,3,8
1832,20,0.031363470420640006,359.2,132.8,342.0,12,12,1
455,20,0.031363470420640006,64.5,338.6,275.9,12,2,12
446,20,0.031363470420640006,64.25,280.45,43.2,12,2,12
1084,20,0.031363470420640006,163.35,329.15,383.4,10,11,2
974,20,0.031363470420640006,143.05,328.7,363.6,10,10,2
412,20,0.031363470420640006,63.4,154.05,362.0,11,11,1
620,20,0.031363470420640006,84.95,229.85,363.3,10,10,3
207,20,0.031363470420640006,36.0,349.65,237.9,1,11,11
329,20,0.031363470420640006,44.7,131.45,303.5,10,10,2
1765,20,0.031363470420640006,340.2,152.6,381.0,11,11,1
215,20,0.031363470420640006,36.0,370.45,356.0,1,11,11
1542,20,0.031363470420640006,281.0,298.6,373.45,11,3,11
851,20,0.031363470420640006,124.0,289.45,344.45,11,11,2
759,20,0.031363470420640006,105.35,173.3,323.35,8,8,2
906,20,0.031363470420640006,133.55,308.2,335.35,2,12,11
1672,19,0.029795296899608005,318.36842105263156,348.63157894736844,363.0,11,10,1
1178,19,0.029795296899608005,184.26315789473685,141.8421052631579,353.4736842105263,8,3,8
128,19,0.029795296899608005,35.578947368421055,52.31578947368421,372.2631578947368,2,12,12
364,19,0.029795296899608005,55.31578947368421,110.57894736842105,373.2105263157895,2,11,11
1741,19,0.029795296899608005,338.2105263157895,231.3684210526316,362.0,11,11,1
1195,19,0.029795296899608005,192.52631578947367,208.89473684210526,373.63157894736844,2,11,11
161,19,0.029795296899608005,35.89473684210526,367.6842105263158,259.3157894736842,2,9,8
901,19,0.029795296899608005,133.57894736842104,249.0,315.57894736842104,2,12,11
1677,19,0.029795296899608005,319.7368421052632,73.26315789473684,361.0,10,10,1
619,19,0.029795296899608005,84.26315789473684,209.73684210526315,343.5263157894737,10,10,2
1237,19,0.029795296899608005,202.73684210526315,160.8421052631579,352.94736842105266,11,4,12
225,19,0.029795296899608005,44.05263157894737,173.05263157894737,362.0,12,11,1
1420,19,0.029795296899608005,241.94736842105263,289.5263157894737,382.5263157894737,10,10,2
859,19,0.029795296899608005,123.36842105263158,347.89473684210526,364.4736842105263,11,11,2
530,19,0.029795296899608005,74.57894736842105,150.1578947368421,354.42105263157896,2,12,12
32,19,0.029795296899608005,23.263157894736842,365.7894736842105,247.52631578947367,12,14,3
1306,19,0.029795296899608005,220.89473684210526,112.36842105263158,342.0,11,11,1
131,19,0.029795296899608005,35.578947368421055,110.84210526315789,353.6842105263158,2,11,11
1018,19,0.029795296899608005,153.42105263157896,327.89473684210526,374.5263157894737,2,11,11
678,19,0.029795296899608005,102.3157894736842,331.10526315789474,383.0,11,12,1
125,19,0.029795296899608005,34.578947368421055,328.94736842105266,42.36842105263158,2,12,11
1733,19,0.029795296899608005,337.57894736842104,94.0,342.0,11,11,1
1024,19,0.029795296899608005,161.52631578947367,34.36842105263158,381.0,12,12,1
1700,19,0.029795296899608005,320.57894736842104,329.2631578947368,382.4736842105263,10,11,2
1624,19,0.029795296899608005,301.5263157894737,121.42105263157895,372.7368421052632,11,3,12
742,19,0.029795296899608005,105.84210526315789,102.05263157894737,353.94736842105266,12,5,11
1211,19,0.029795296899608005,198.05263157894737,317.5263157894737,194.73684210526315,7,3,6
1758,19,0.029795296899608005,339.8421052631579,33.94736842105263,381.0,11,12,1
1439,19,0.029795296899608005,251.26315789473685,151.31578947368422,372.05263157894734,3,10,10
416,19,0.029795296899608005,63.31578947368421,331.10526315789474,383.0,11,11,1
379,19,0.029795296899608005,55.421052631578945,309.94736842105266,334.57894736842104,2,11,11
747,19,0.029795296899608005,104.26315789473684,249.73684210526315,363.4736842105263,10,10,2
748,19,0.029795296899608005,104.36842105263158,268.89473684210526,383.42105263157896,11,11,2
1483,19,0.029795296899608005,262.2105263157895,338.57894736842104,354.63157894736844,11,2,11
563,19,0.029795296899608005,83.52631578947368,113.89473684210526,342.0,11,11,1
1701,19,0.029795296899608005,322.2105263157895,82.47368421052632,353.7368421052632,11,2,10
564,19,0.029795296899608005,82.84210526315789,130.3684210526316,342.4736842105263,12,10,2
1810,19,0.029795296899608005,355.8421052631579,272.57894736842104,382.0,9,10,1
1493,19,0.029795296899608005,262.89473684210526,239.8421052631579,38.8421052631579,7,2,7
1206,19,0.029795296899608005,201.05263157894737,132.68421052631578,362.0,12,11,1
1153,19,0.029795296899608005,182.52631578947367,269.0,382.8421052631579,11,10,3
568,19,0.029795296899608005,83.10526315789474,173.31578947368422,362.0,11,12,1
666,19,0.029795296899608005,94.63157894736842,288.3157894736842,354.6842105263158,2,11,10
1495,19,0.029795296899608005,263.63157894736844,160.57894736842104,374.1578947368421,9,3,9
1821,19,0.029795296899608005,358.05263157894734,152.52631578947367,342.0,11,11,1
803,19,0.029795296899608005,122.3157894736842,75.21052631578948,342.0,11,11,1
801,19,0.029795296899608005,122.63157894736842,35.63157894736842,342.0,12,12,1
799,19,0.029795296899608005,121.3157894736842,192.52631578947367,382.0,11,12,1
1662,19,0.029795296899608005,318.94736842105266,171.68421052631578,362.0,12,12,1
869,18,0.028227123378576004,125.27777777777777,200.44444444444446,353.94444444444446,10,4,11
989,18,0.028227123378576004,147.83333333333334,42.888888888888886,375.1666666666667,10,4,8
1146,18,0.028227123378576004,182.0,209.66666666666666,362.55555555555554,11,10,2
1509,18,0.028227123378576004,270.5,246.77777777777777,375.22222222222223,3,10,10
718,18,0.028227123378576004,104.16666666666667,259.8888888888889,275.3333333333333,12,4,11
1412,18,0.028227123378576004,243.22222222222223,121.61111111111111,353.6111111111111,11,2,11
1170,18,0.028227123378576004,183.38888888888889,219.55555555555554,353.8333333333333,10,2,10
729,18,0.028227123378576004,103.88888888888889,308.44444444444446,344.44444444444446,11,11,2
331,18,0.028227123378576004,45.611111111111114,171.0,343.3333333333333,10,10,2
1312,18,0.028227123378576004,220.05555555555554,372.0,383.0,11,11,1
1327,18,0.028227123378576004,224.11111111111111,43.05555555555556,373.1111111111111,12,4,12
1798,18,0.028227123378576004,349.1111111111111,247.94444444444446,374.0,3,14,13
1829,18,0.028227123378576004,359.3333333333333,74.16666666666667,322.0,12,12,1
1603,18,0.028227123378576004,299.6111111111111,112.22222222222223,342.0,11,11,1
1035,18,0.028227123378576004,162.11111111111111,172.0,362.0,11,12,1
1297,18,0.028227123378576004,217.38888888888889,317.77777777777777,175.38888888888889,8,2,7
1520,18,0.028227123378576004,278.8888888888889,231.44444444444446,382.0,11,11,1
663,18,0.028227123378576004,94.5,248.5,355.0,2,10,9
1527,18,0.028227123378576004,280.05555555555554,132.44444444444446,342.0,12,11,1
1627,18,0.028227123378576004,302.44444444444446,200.22222222222223,374.22222222222223,11,3,10
1444,18,0.028227123378576004,258.5,56.5,342.0,10,10,1
123,18,0.028227123378576004,34.611111111111114,250.0,42.388888888888886,2,12,11
51,18,0.028227123378576004,24.333333333333332,269.72222222222223,72.38888888888889,11,11,2
1671,18,0.028227123378576004,319.3333333333333,329.44444444444446,363.0,11,11,1
1617,18,0.028227123378576004,299.27777777777777,150.16666666666666,381.3888888888889,8,7,2
1535,18,0.028227123378576004,280.1111111111111,131.72222222222223,381.05555555555554,10,10,2
1457,18,0.028227123378576004,261.05555555555554,33.666666666666664,381.0,11,11,1
480,18,0.028227123378576004,64.05555555555556,248.61111111111111,324.44444444444446,10,11,2
430,18,0.028227123378576004,64.33333333333333,161.94444444444446,292.77777777777777,12,3,13
200,18,0.028227123378576004,36.0,331.27777777777777,277.94444444444446,1,12,12
1036,18,0.028227123378576004,161.5,190.66666666666666,323.05555555555554,10,9,2
373,18,0.028227123378576004,55.333333333333336,268.1111111111111,374.94444444444446,2,11,11
967,18,0.028227123378576004,142.88888888888889,268.55555555555554,383.3333333333333,10,11,3
1722,17,0.026658949857544006,329.47058823529414,148.41176470588235,374.5882352941176,2,10,10
1368,17,0.026658949857544006,231.58823529411765,207.58823529411765,374.94117647058823,2,11,10
543,17,0.026658949857544006,74.6470588235294,367.2352941176471,375.11764705882354,2,10,9
1104,17,0.026658949857544006,172.64705882352942,188.76470588235293,373.88235294117646,2,12,11
1264,17,0.026658949857544006,205.35294117647058,62.588235294117645,373.94117647058823,12,3,11
56,17,0.026658949857544006,20.941176470588236,300.29411764705884,231.11764705882354,3,6,6
949,17,0.026658949857544006,144.88235294117646,82.41176470588235,333.52941176470586,12,3,12
312,17,0.026658949857544006,43.8235294117647,268.3529411764706,285.47058823529414,9,10,2
84,17,0.026658949857544006,26.235294117647058,27.470588235294116,234.7058823529412,9,2,10
42,17,0.026658949857544006,21.352941176470587,123.11764705882354,87.3529411764706,5,5,7
177,17,0.026658949857544006,36.0,272.29411764705884,179.7058823529412,1,13,12
1848,17,0.026658949857544006,359.88235294117646,113.52941176470588,361.2352941176471,11,12,2
653,17,0.026658949857544006,94.3529411764706,71.52941176470588,372.8235294117647,2,11,11
1752,17,0.026658949857544006,339.70588235294116,153.05882352941177,342.0,12,11,1
1071,17,0.026658949857544006,164.64705882352942,121.76470588235294,314.88235294117646,11,3,11
1763,17,0.026658949857544006,340.05882352941177,93.70588235294117,361.0,11,11,1
809,17,0.026658949857544006,122.6470588235294,152.58823529411765,382.0,12,13,1
1015,17,0.026658949857544006,153.35294117647058,268.8235294117647,354.52941176470586,2,11,11
211,17,0.026658949857544006,36.0,351.6470588235294,337.4117647058824,1,10,11
787,17,0.026658949857544006,113.82352941176471,308.5882352941176,354.52941176470586,2,12,11
461,17,0.026658949857544006,63.11764705882353,366.7647058823529,325.3529411764706,11,12,2
1020,17,0.026658949857544006,153.41176470588235,367.70588235294116,374.70588235294116,2,10,10
755,17,0.026658949857544006,104.29411764705883,368.7647058823529,325.47058823529414,8,9,2
1218,17,0.026658949857544006,198.52941176470588,297.7647058823529,253.52941176470588,6,3,5
1481,17,0.026658949857544006,260.29411764705884,310.0,363.0,8,9,1
1220,17,0.026658949857544006,200.47058823529412,351.3529411764706,383.0,11,11,1
1655,17,0.026658949857544006,309.8235294117647,288.4117647058824,373.7647058823529,3,8,8
1654,17,0.026658949857544006,310.3529411764706,246.58823529411765,375.7647058823529,3,9,8
377,17,0.026658949857544006,55.23529411764706,288.11764705882354,355.47058823529414,2,11,10
1607,17,0.026658949857544006,299.52941176470586,152.11764705882354,342.0,10,10,1
661,17,0.026658949857544006,94.47058823529412,208.35294117647058,355.11764705882354,2,10,10
1839,17,0.026658949857544006,358.7647058823529,231.41176470588235,323.0,11,11,1
1539,17,0.026658949857544006,279.52941176470586,229.58823529411765,362.29411764705884,8,9,2
137,17,0.026658949857544006,35.588235294117645,189.47058823529412,354.11764705882354,2,11,10
1181,17,0.026658949857544006,185.88235294117646,43.705882352941174,374.0,8,3,8
1065,17,0.026658949857544006,162.52941176470588,348.05882352941177,363.94117647058823,11,10,3
26,17,0.026658949857544006,20.352941176470587,322.8235294117647,168.2941176470588,4,5,6
1551,16,0.025090776336512004,280.75,289.125,382.625,10,10,2
1325,16,0.025090776336512004,220.625,358.5,333.125,9,2,9
966,16,0.025090776336512004,142.1875,268.375,343.6875,10,11,2
1212,16,0.025090776336512004,202.125,34.75,381.0,12,12,1
122,16,0.025090776336512004,34.625,210.375,41.75,2,11,10
731,16,0.025090776336512004,104.1875,318.6875,295.5,11,2,11
1299,16,0.025090776336512004,220.0625,152.6875,362.0,10,10,1
1517,16,0.025090776336512004,279.0625,132.625,362.0,11,11,1
363,16,0.025090776336512004,55.3125,71.3125,373.0,2,11,11
1486,16,0.025090776336512004,263.5625,82.375,373.1875,11,2,10
1805,16,0.025090776336512004,355.5,121.375,374.125,11,2,10
1682,16,0.025090776336512004,319.6875,132.75,342.0,11,12,1
193,16,0.025090776336512004,36.0,309.0,239.0,1,8,9
60,16,0.025090776336512004,22.9375,306.375,227.4375,8,7,4
629,16,0.025090776336512004,82.6875,327.0,344.5,7,9,2
1833,16,0.025090776336512004,356.6875,140.125,331.125,7,3,4
534,16,0.025090776336512004,74.625,228.375,355.25,2,11,10
1346,16,0.025090776336512004,223.3125,180.4375,353.875,10,2,10
1408,16,0.025090776336512004,241.4375,348.9375,363.625,10,10,2
959,16,0.025090776336512004,142.3125,209.875,323.625,10,10,2
1120,16,0.025090776336512004,180.25,212.0,382.0,11,11,1
845,16,0.025090776336512004,122.75,248.625,383.0,10,10,3
1691,16,0.025090776336512004,318.875,270.0625,382.0,9,9,1
1628,16,0.025090776336512004,301.25,239.125,373.4375,10,3,10
843,16,0.025090776336512004,122.9375,228.9375,363.0,10,10,3
1136,16,0.025090776336512004,179.5625,357.8125,332.5,7,3,6
1843,16,0.025090776336512004,357.25,347.625,363.1875,8,7,2
1773,16,0.025090776336512004,340.25,309.75,382.5,10,10,2
613,16,0.025090776336512004,82.5625,65.3125,330.0625,6,4,7
1845,16,0.025090776336512004,359.625,73.9375,361.0,11,11,1
64,16,0.025090776336512004,24.0625,319.6875,83.625,11,2,11
1812,16,0.025090776336512004,357.4375,330.25,363.0,11,11,1
848,16,0.025090776336512004,123.3125,268.9375,324.375,10,11,2
864,16,0.025090776336512004,121.75,370.6875,34.9375,7,6,2
1379,16,0.025090776336512004,239.5625,278.0,374.75,12,1,12
478,16,0.025090776336512004,64.1875,209.3125,362.9375,11,11,3
850,16,0.025090776336512004,123.0,287.875,383.25,10,11,2
407,16,0.025090776336512004,63.625,94.0625,381.0,12,11,1
371,16,0.025090776336512004,55.375,250.25,354.125,2,10,10
135,15,0.02352260281548,35.666666666666664,169.6,335.06666666666666,2,11,10
415,15,0.02352260281548,63.06666666666667,272.26666666666665,363.0,10,10,1
1591,15,0.02352260281548,298.8666666666667,93.4,381.0,11,11,1
374,15,0.02352260281548,55.266666666666666,268.8,335.46666666666664,2,11,10
1778,15,0.02352260281548,342.0,81.66666666666667,373.3333333333333,10,2,10
1108,15,0.02352260281548,172.73333333333332,306.93333333333334,374.8,2,12,11
1702,15,0.02352260281548,322.0,101.86666666666666,373.1333333333333,11,3,11
1228,15,0.02352260281548,201.2,228.66666666666666,362.6666666666667,11,10,2
181,15,0.02352260281548,36.0,271.8,140.06666666666666,1,10,10
644,15,0.02352260281548,88.13333333333334,280.6,317.46666666666664,6,5,6
784,15,0.02352260281548,114.2,267.6,355.6,3,11,10
1231,15,0.02352260281548,201.53333333333333,299.06666666666666,294.53333333333336,11,3,11
30,15,0.02352260281548,21.733333333333334,344.1333333333333,266.93333333333334,7,8,3
870,15,0.02352260281548,123.66666666666667,259.6666666666667,295.0,8,3,7
366,15,0.02352260281548,55.266666666666666,150.26666666666668,373.0,2,11,11
230,15,0.02352260281548,42.8,292.46666666666664,363.0,11,11,1
143,15,0.02352260281548,35.666666666666664,248.86666666666667,334.8,2,11,10
1402,15,0.02352260281548,239.13333333333333,180.0,254.0,5,3,7
1847,15,0.02352260281548,359.06666666666666,92.53333333333333,322.0,9,9,1
1865,15,0.02352260281548,358.3333333333333,371.6,125.73333333333333,5,6,2
1167,15,0.02352260281548,184.2,101.73333333333333,353.46666666666664,11,2,11
908,15,0.02352260281548,133.73333333333332,327.6666666666667,355.1333333333333,2,11,10
1690,15,0.02352260281548,319.53333333333336,270.1333333333333,343.0,10,10,1
831,15,0.02352260281548,125.33333333333333,102.13333333333334,334.26666666666665,12,4,12
1251,15,0.02352260281548,202.2,268.8666666666667,363.3333333333333,10,10,2
1193,15,0.02352260281548,192.33333333333334,129.8,373.46666666666664,2,10,10
1295,15,0.02352260281548,219.4,211.86666666666667,382.0,12,11,1
1160,15,0.02352260281548,181.86666666666667,307.53333333333336,383.26666666666665,10,11,2
16,15,0.02352260281548,21.0,108.8,74.46666666666667,5,4,6
788,15,0.02352260281548,113.73333333333333,327.8,335.93333333333334,2,12,11
569,15,0.02352260281548,83.4,190.53333333333333,323.46666666666664,12,9,2
1468,15,0.02352260281548,260.2,210.26666666666668,362.2,9,8,2
948,15,0.02352260281548,143.0,34.266666666666666,342.0,8,7,1
1083,15,0.02352260281548,162.93333333333334,298.6666666666667,334.26666666666665,10,2,10
1800,15,0.02352260281548,349.3333333333333,325.53333333333336,376.06666666666666,3,9,8
749,15,0.02352260281548,104.73333333333333,270.06666666666666,344.2,10,10,2
1103,15,0.02352260281548,172.8,169.53333333333333,354.26666666666665,2,13,12
812,15,0.02352260281548,122.6,350.6666666666667,383.0,11,11,1
782,15,0.02352260281548,113.8,209.06666666666666,373.6,2,11,11
785,14,0.021954429294448,113.92857142857143,288.2857142857143,335.64285714285717,3,12,11
1659,14,0.021954429294448,318.57142857142856,113.28571428571429,342.0,12,12,1
539,14,0.021954429294448,74.78571428571429,307.7857142857143,355.07142857142856,2,11,10
781,14,0.021954429294448,113.85714285714286,130.42857142857142,372.64285714285717,2,11,11
1618,14,0.021954429294448,298.85714285714283,219.57142857142858,352.5,6,3,7
1026,14,0.021954429294448,160.92857142857142,351.7142857142857,383.0,10,10,1
492,14,0.021954429294448,64.85714285714286,348.07142857142856,344.7857142857143,11,11,2
208,14,0.021954429294448,36.0,351.5,220.07142857142858,1,11,11
1866,14,0.021954429294448,360.42857142857144,173.92857142857142,342.0,8,9,1
1458,14,0.021954429294448,259.92857142857144,52.642857142857146,361.0,10,10,1
767,14,0.021954429294448,107.07142857142857,219.85714285714286,278.2142857142857,6,3,7
202,14,0.021954429294448,36.0,331.35714285714283,217.28571428571428,1,10,9
1485,14,0.021954429294448,263.85714285714283,62.92857142857143,353.92857142857144,12,3,11
184,14,0.021954429294448,36.0,273.07142857142856,274.0,1,7,5
1094,14,0.021954429294448,166.35714285714286,141.78571428571428,335.7857142857143,7,3,7
1846,14,0.021954429294448,360.14285714285717,94.07142857142857,342.0,11,11,1
1611,14,0.021954429294448,299.7857142857143,211.57142857142858,323.0,11,11,1
897,14,0.021954429294448,133.57142857142858,190.92857142857142,333.64285714285717,2,9,8
971,14,0.021954429294448,143.35714285714286,308.64285714285717,383.14285714285717,10,10,2
1580,14,0.021954429294448,290.14285714285717,149.28571428571428,373.7142857142857,2,12,12
1367,14,0.021954429294448,231.5,187.5,356.0,2,8,7
1801,14,0.021954429294448,349.14285714285717,129.07142857142858,373.92857142857144,2,12,12
308,14,0.021954429294448,44.57142857142857,250.85714285714286,33.285714285714285,10,10,2
1377,14,0.021954429294448,239.57142857142858,172.71428571428572,362.0,12,12,1
338,14,0.021954429294448,47.142857142857146,358.42857142857144,316.92857142857144,11,4,10
1592,14,0.021954429294448,298.35714285714283,113.35714285714286,362.0,10,10,1
1855,14,0.021954429294448,358.5,289.2142857142857,382.0,8,8,1
358,14,0.021954429294448,50.57142857142857,63.642857142857146,337.2142857142857,5,4,4
1643,14,0.021954429294448,303.2857142857143,337.7142857142857,201.35714285714286,5,3,5
628,14,0.021954429294448,83.64285714285714,307.92857142857144,324.7142857142857,10,10,2
871,14,0.021954429294448,124.14285714285714,220.42857142857142,40.857142857142854,6,2,8
1417,14,0.021954429294448,241.71428571428572,230.07142857142858,362.7142857142857,10,10,2
1066,14,0.021954429294448,162.14285714285714,358.2142857142857,353.2857142857143,11,2,11
22,14,0.021954429294448,22.857142857142858,221.57142857142858,65.5,10,3,11
1612,14,0.021954429294448,299.07142857142856,210.21428571428572,362.0,9,8,1
1266,14,0.021954429294448,201.78571428571428,132.0,342.14285714285717,7,7,2
13,14,0.021954429294448,20.571428571428573,28.928571428571427,152.42857142857142,4,3,4
113,14,0.021954429294448,29.928571428571427,222.85714285714286,99.28571428571429,6,3,4
500,13,0.020386255773416,67.15384615384616,165.23076923076923,257.38461538461536,9,3,8
1102,13,0.020386255773416,172.3846153846154,67.23076923076923,376.15384615384613,3,8,7
1081,13,0.020386255773416,163.30769230769232,289.0,383.15384615384613,10,10,2
1077,13,0.020386255773416,162.76923076923077,240.3846153846154,313.53846153846155,10,3,10
904,13,0.020386255773416,133.69230769230768,268.38461538461536,335.3076923076923,2,10,9
1622,13,0.020386255773416,300.9230769230769,309.2307692307692,382.7692307692308,11,10,2
891,13,0.020386255773416,127.6923076923077,160.69230769230768,239.92307692307693,4,4,5
1189,13,0.020386255773416,186.53846153846155,240.15384615384616,337.46153846153845,6,4,4
367,13,0.020386255773416,55.15384615384615,210.76923076923077,314.46153846153845,2,11,11
1436,13,0.020386255773416,243.84615384615384,100.92307692307692,258.0769230769231,5,2,5
369,13,0.020386255773416,55.46153846153846,228.92307692307693,335.7692307692308,2,8,7
810,13,0.020386255773416,122.46153846153847,232.69230769230768,343.0,11,11,1
1201,13,0.020386255773416,192.3846153846154,326.61538461538464,336.7692307692308,2,8,8
1445,13,0.020386255773416,258.7692307692308,153.07692307692307,362.0,11,11,1
